"Site","Name","Level","Frequency","Period","Power"
"Lake Geneva","pred","FG",0.169329073482428,5.90566037735849,0.0318084528602915
"Lake Geneva","pred","FG",0.170926517571885,5.85046728971963,0.0421269832224993
"Lake Geneva","pred","FG",0.172523961661342,5.7962962962963,0.0847106367171381
"Lake Geneva","pred","FG",0.174121405750799,5.74311926605505,0.0489761544517502
"Lake Geneva","pred","FG",0.175718849840256,5.69090909090909,0.0317110446295867
"Lake Geneva","pred","FG",0.177316293929712,5.63963963963964,0.0346358427957957
"Lake Geneva","pred","FG",0.178913738019169,5.58928571428571,0.0283085543162347
"Lake Geneva","pred","FG",0.180511182108626,5.53982300884956,0.046528204133407
"Lake Geneva","pred","FG",0.182108626198083,5.49122807017544,0.0374555243683849
"Lake Geneva","pred","FG",0.18370607028754,5.44347826086956,0.0355487833523611
"Lake Geneva","pred","FG",0.185303514376997,5.39655172413793,0.0171614316340356
"Lake Geneva","pred","FG",0.186900958466454,5.35042735042735,0.017124237595573
"Lake Geneva","pred","FG",0.188498402555911,5.30508474576271,0.0278026408935722
"Lake Geneva","pred","FG",0.190095846645367,5.26050420168067,0.0531517720675244
"Lake Geneva","pred","FG",0.191693290734824,5.21666666666667,0.0248796724925489
"Lake Geneva","pred","FG",0.193290734824281,5.17355371900826,0.0213989410486705
"Lake Geneva","pred","FG",0.194888178913738,5.13114754098361,0.0277591848060875
"Lake Geneva","pred","FG",0.196485623003195,5.08943089430894,0.0226906342587472
"Lake Geneva","pred","FG",0.198083067092652,5.04838709677419,0.0208013051099248
"Lake Geneva","pred","FG",0.199680511182109,5.008,0.0264938493064311
"Lake Geneva","pred","FG",0.201277955271566,4.96825396825397,0.00947196486166567
"Lake Geneva","pred","FG",0.202875399361022,4.92913385826772,0.0248219621419715
"Lake Geneva","pred","FG",0.204472843450479,4.890625,0.0272918606542212
"Lake Geneva","pred","FG",0.206070287539936,4.85271317829457,0.0625454348294522
"Lake Geneva","pred","FG",0.207667731629393,4.81538461538462,0.0160399238060181
"Lake Geneva","pred","FG",0.20926517571885,4.77862595419847,0.0770548058932107
"Lake Geneva","pred","FG",0.210862619808307,4.74242424242424,0.0243785702338554
"Lake Geneva","pred","FG",0.212460063897764,4.70676691729323,0.0137978727192857
"Lake Geneva","pred","FG",0.21405750798722,4.67164179104478,0.0541871502493846
"Lake Geneva","pred","FG",0.215654952076677,4.63703703703704,0.0712567290673054
"Lake Geneva","pred","FG",0.217252396166134,4.60294117647059,0.0486719822230327
"Lake Geneva","pred","FG",0.218849840255591,4.56934306569343,0.0513610281820129
"Lake Geneva","pred","FG",0.220447284345048,4.53623188405797,0.025153631581255
"Lake Geneva","pred","FG",0.222044728434505,4.50359712230216,0.0257034931047326
"Lake Geneva","pred","FG",0.223642172523962,4.47142857142857,0.0220435174931174
"Lake Geneva","pred","FG",0.225239616613419,4.43971631205674,0.0448713215596958
"Lake Geneva","pred","FG",0.226837060702875,4.40845070422535,0.0124014935672408
"Lake Geneva","pred","FG",0.228434504792332,4.37762237762238,0.0199807395897815
"Lake Geneva","pred","FG",0.230031948881789,4.34722222222222,0.0390213065317066
"Lake Geneva","pred","FG",0.231629392971246,4.31724137931035,0.0441822877162443
"Lake Geneva","pred","FG",0.233226837060703,4.28767123287671,0.0463648009456029
"Lake Geneva","pred","FG",0.23482428115016,4.25850340136054,0.0537776536983223
"Lake Geneva","pred","FG",0.236421725239617,4.22972972972973,0.0159295745986635
"Lake Geneva","pred","FG",0.238019169329073,4.20134228187919,0.0297630030322047
"Lake Geneva","pred","FG",0.23961661341853,4.17333333333333,0.0266343637947075
"Lake Geneva","pred","FG",0.241214057507987,4.14569536423841,0.0446273463032737
"Lake Geneva","pred","FG",0.242811501597444,4.11842105263158,0.0384333116517399
"Lake Geneva","pred","FG",0.244408945686901,4.09150326797386,0.0139825077192748
"Lake Geneva","pred","FG",0.246006389776358,4.06493506493506,0.0220669057138197
"Lake Geneva","pred","FG",0.247603833865815,4.03870967741936,0.00586438831605572
"Lake Geneva","pred","FG",0.249201277955272,4.01282051282051,0.0105468694327299
"Lake Geneva","pred","FG",0.250798722044728,3.98726114649682,0.0180377811340601
"Lake Geneva","pred","FG",0.252396166134185,3.9620253164557,0.0334156526003636
"Lake Geneva","pred","FG",0.253993610223642,3.93710691823899,0.0620887923827958
"Lake Geneva","pred","FG",0.255591054313099,3.9125,0.041659988379325
"Lake Geneva","pred","FG",0.257188498402556,3.88819875776398,0.038839623014177
"Lake Geneva","pred","FG",0.258785942492013,3.8641975308642,0.0539851165855269
"Lake Geneva","pred","FG",0.26038338658147,3.84049079754601,0.0245040402346552
"Lake Geneva","pred","FG",0.261980830670927,3.81707317073171,0.0231714460776022
"Lake Geneva","pred","FG",0.263578274760383,3.79393939393939,0.0378409213368807
"Lake Geneva","pred","FG",0.26517571884984,3.7710843373494,0.026619450993838
"Lake Geneva","pred","FG",0.266773162939297,3.74850299401198,0.0421311597384466
"Lake Geneva","pred","FG",0.268370607028754,3.72619047619048,0.0084261548754184
"Lake Geneva","pred","FG",0.269968051118211,3.70414201183432,0.0248263010452379
"Lake Geneva","pred","FG",0.271565495207668,3.68235294117647,0.0465856196077106
"Lake Geneva","pred","FG",0.273162939297125,3.66081871345029,0.00991098131621985
"Lake Geneva","pred","FG",0.274760383386581,3.63953488372093,0.014550088542461
"Lake Geneva","pred","FG",0.276357827476038,3.61849710982659,0.0230227903804516
"Lake Geneva","pred","FG",0.277955271565495,3.59770114942529,0.0318581358382848
"Lake Geneva","pred","FG",0.279552715654952,3.57714285714286,0.0234183145823658
"Lake Geneva","pred","FG",0.281150159744409,3.55681818181818,0.0342251622210526
"Lake Geneva","pred","FG",0.282747603833866,3.53672316384181,0.00555305475593147
"Lake Geneva","pred","FG",0.284345047923323,3.51685393258427,0.0250625963061945
"Lake Geneva","pred","FG",0.28594249201278,3.49720670391061,0.0223702917542064
"Lake Geneva","pred","FG",0.287539936102236,3.47777777777778,0.00575971234632266
"Lake Geneva","pred","FG",0.289137380191693,3.4585635359116,0.0104709303838729
"Lake Geneva","pred","FG",0.29073482428115,3.43956043956044,0.00839206068574178
"Lake Geneva","pred","FG",0.292332268370607,3.4207650273224,0.0180775710944802
"Lake Geneva","pred","FG",0.293929712460064,3.40217391304348,0.0110181051926336
"Lake Geneva","pred","FG",0.295527156549521,3.38378378378378,0.0363872670176368
"Lake Geneva","pred","FG",0.297124600638978,3.36559139784946,0.0470834445865107
"Lake Geneva","pred","FG",0.298722044728434,3.3475935828877,0.039579547633369
"Lake Geneva","pred","FG",0.300319488817891,3.32978723404255,0.0342806556060694
"Lake Geneva","pred","FG",0.301916932907348,3.31216931216931,0.0130656949978006
"Lake Geneva","pred","FG",0.303514376996805,3.29473684210526,0.00948473059020329
"Lake Geneva","pred","FG",0.305111821086262,3.27748691099476,0.0287769894750558
"Lake Geneva","pred","FG",0.306709265175719,3.26041666666667,0.010303319795249
"Lake Geneva","pred","FG",0.308306709265176,3.24352331606218,0.000315935243734638
"Lake Geneva","pred","FG",0.309904153354633,3.22680412371134,0.0225971228863082
"Lake Geneva","pred","FG",0.311501597444089,3.21025641025641,0.0288888274974335
"Lake Geneva","pred","FG",0.313099041533546,3.19387755102041,0.0152739903544331
"Lake Geneva","pred","FG",0.314696485623003,3.17766497461929,0.011745748548175
"Lake Geneva","pred","FG",0.31629392971246,3.16161616161616,0.029490264620661
"Lake Geneva","pred","FG",0.317891373801917,3.14572864321608,0.0288295248941431
"Lake Geneva","pred","FG",0.319488817891374,3.13,0.0420647607931797
"Lake Geneva","pred","FG",0.321086261980831,3.11442786069652,0.042464662922775
"Lake Geneva","pred","FG",0.322683706070288,3.0990099009901,0.0484213302807547
"Lake Geneva","pred","FG",0.324281150159744,3.08374384236453,0.0152264551395351
"Lake Geneva","pred","FG",0.325878594249201,3.06862745098039,0.0168362680315966
"Lake Geneva","pred","FG",0.327476038338658,3.05365853658537,0.0277002749932333
"Lake Geneva","pred","FG",0.329073482428115,3.03883495145631,0.0220177639112194
"Lake Geneva","pred","FG",0.330670926517572,3.02415458937198,0.002556886633182
"Lake Geneva","pred","FG",0.332268370607029,3.00961538461538,0.0173880600291701
"Lake Geneva","pred","FG",0.333865814696486,2.99521531100478,0.0465170390747107
"Lake Geneva","pred","FG",0.335463258785943,2.98095238095238,0.00928960067312863
"Lake Geneva","pred","FG",0.337060702875399,2.96682464454976,0.0195997545523467
"Lake Geneva","pred","FG",0.338658146964856,2.95283018867925,0.0258443700410043
"Lake Geneva","pred","FG",0.340255591054313,2.93896713615023,0.0234695225951588
"Lake Geneva","pred","FG",0.34185303514377,2.92523364485981,0.0407358043021768
"Lake Geneva","pred","FG",0.343450479233227,2.91162790697674,0.0366210356299032
"Lake Geneva","pred","FG",0.345047923322684,2.89814814814815,0.0411140849120232
"Lake Geneva","pred","FG",0.346645367412141,2.88479262672811,0.0432210068766331
"Lake Geneva","pred","FG",0.348242811501597,2.87155963302752,0.0562077324254349
"Lake Geneva","pred","FG",0.349840255591054,2.85844748858448,0.0330769071732305
"Lake Geneva","pred","FG",0.351437699680511,2.84545454545455,0.0225487103102505
"Lake Geneva","pred","FG",0.353035143769968,2.83257918552036,0.0291180498684599
"Lake Geneva","pred","FG",0.354632587859425,2.81981981981982,0.0150717760211719
"Lake Geneva","pred","FG",0.356230031948882,2.80717488789238,0.0449523269149613
"Lake Geneva","pred","FG",0.357827476038339,2.79464285714286,0.00833829076660001
"Lake Geneva","pred","FG",0.359424920127796,2.78222222222222,0.0071432298352391
"Lake Geneva","pred","FG",0.361022364217252,2.76991150442478,0.0117135273971461
"Lake Geneva","pred","FG",0.362619808306709,2.75770925110132,0.0263077357657404
"Lake Geneva","pred","FG",0.364217252396166,2.74561403508772,0.00732426304968963
"Lake Geneva","pred","FG",0.365814696485623,2.73362445414847,0.0182955816403738
"Lake Geneva","pred","FG",0.36741214057508,2.72173913043478,0.0189792289951727
"Lake Geneva","pred","FG",0.369009584664537,2.70995670995671,0.0301692113634825
"Lake Geneva","pred","FG",0.370607028753994,2.69827586206897,0.0168646288306077
"Lake Geneva","pred","FG",0.37220447284345,2.68669527896996,0.0302490749140216
"Lake Geneva","pred","FG",0.373801916932907,2.67521367521368,0.0329663221908809
"Lake Geneva","pred","FG",0.375399361022364,2.66382978723404,0.0408538394551684
"Lake Geneva","pred","FG",0.376996805111821,2.65254237288136,0.0231228372967025
"Lake Geneva","pred","FG",0.378594249201278,2.64135021097046,0.0611323965900833
"Lake Geneva","pred","FG",0.380191693290735,2.63025210084034,0.0598532764483599
"Lake Geneva","pred","FG",0.381789137380192,2.61924686192469,0.0526985679438927
"Lake Geneva","pred","FG",0.383386581469649,2.60833333333333,0.0372165938862257
"Lake Geneva","pred","FG",0.384984025559105,2.59751037344398,0.030038992155475
"Lake Geneva","pred","FG",0.386581469648562,2.58677685950413,0.0271085235472571
"Lake Geneva","pred","FG",0.388178913738019,2.5761316872428,0.00752488294424811
"Lake Geneva","pred","FG",0.389776357827476,2.5655737704918,0.0117640524514609
"Lake Geneva","pred","FG",0.391373801916933,2.55510204081633,0.0365282546545824
"Lake Geneva","pred","FG",0.39297124600639,2.54471544715447,0.0312188604127391
"Lake Geneva","pred","FG",0.394568690095847,2.53441295546559,0.035284286549452
"Lake Geneva","pred","FG",0.396166134185303,2.5241935483871,0.031796956413301
"Lake Geneva","pred","FG",0.39776357827476,2.5140562248996,0.0305811984750136
"Lake Geneva","pred","FG",0.399361022364217,2.504,0.0288927282743823
"Lake Geneva","pred","FG",0.400958466453674,2.49402390438247,0.0336722753840656
"Lake Geneva","pred","FG",0.402555910543131,2.48412698412698,0.0436742754727966
"Lake Geneva","pred","FG",0.404153354632588,2.47430830039526,0.033589232112047
"Lake Geneva","pred","FG",0.405750798722045,2.46456692913386,0.0405329179080198
"Lake Geneva","pred","FG",0.407348242811502,2.45490196078431,0.0363698921579725
"Lake Geneva","pred","FG",0.408945686900958,2.4453125,0.0139434629362322
"Lake Geneva","pred","FG",0.410543130990415,2.43579766536965,0.0358383649343247
"Lake Geneva","pred","FG",0.412140575079872,2.42635658914729,0.0193187613565171
"Lake Geneva","pred","FG",0.413738019169329,2.41698841698842,0.00815467743905209
"Lake Geneva","pred","FG",0.415335463258786,2.40769230769231,0.0282246365165068
"Lake Geneva","pred","FG",0.416932907348243,2.39846743295019,0.0376063203217403
"Lake Geneva","pred","FG",0.4185303514377,2.38931297709924,0.0196576458789632
"Lake Geneva","pred","FG",0.420127795527157,2.38022813688213,0.0203210507022525
"Lake Geneva","pred","FG",0.421725239616613,2.37121212121212,0.00895523392535289
"Lake Geneva","pred","FG",0.42332268370607,2.3622641509434,0.00390466520587418
"Lake Geneva","pred","FG",0.424920127795527,2.35338345864662,0.0385723071548139
"Lake Geneva","pred","FG",0.426517571884984,2.34456928838951,0.0101916498803411
"Lake Geneva","pred","FG",0.428115015974441,2.33582089552239,0.030808755303829
"Lake Geneva","pred","FG",0.429712460063898,2.3271375464684,0.0341422301376661
"Lake Geneva","pred","FG",0.431309904153355,2.31851851851852,0.0584371296599323
"Lake Geneva","pred","FG",0.432907348242812,2.309963099631,0.0376029074407876
"Lake Geneva","pred","FG",0.434504792332268,2.30147058823529,0.0324124063808958
"Lake Geneva","pred","FG",0.436102236421725,2.29304029304029,0.018084781075503
"Lake Geneva","pred","FG",0.437699680511182,2.28467153284672,0.0329374180652923
"Lake Geneva","pred","FG",0.439297124600639,2.27636363636364,0.0576308837055297
"Lake Geneva","pred","FG",0.440894568690096,2.26811594202899,0.0312522633881622
"Lake Geneva","pred","FG",0.442492012779553,2.25992779783394,0.00410029426736763
"Lake Geneva","pred","FG",0.44408945686901,2.25179856115108,0.0330555238697459
"Lake Geneva","pred","FG",0.445686900958466,2.24372759856631,0.00466577339695655
"Lake Geneva","pred","FG",0.447284345047923,2.23571428571429,0.00367221059968327
"Lake Geneva","pred","FG",0.44888178913738,2.22775800711744,0.00976129993898255
"Lake Geneva","pred","FG",0.450479233226837,2.21985815602837,0.0138490181102296
"Lake Geneva","pred","FG",0.452076677316294,2.21201413427562,0.0198246274195366
"Lake Geneva","pred","FG",0.453674121405751,2.20422535211268,0.0026381630810031
"Lake Geneva","pred","FG",0.455271565495208,2.19649122807018,0.00647889967424181
"Lake Geneva","pred","FG",0.456869009584665,2.18881118881119,0.0347148476053684
"Lake Geneva","pred","FG",0.458466453674121,2.18118466898955,0.017697916453774
"Lake Geneva","pred","FG",0.460063897763578,2.17361111111111,0.0128282787286763
"Lake Geneva","pred","FG",0.461661341853035,2.16608996539792,0.0461046519231285
"Lake Geneva","pred","FG",0.463258785942492,2.15862068965517,0.0278338545403682
"Lake Geneva","pred","FG",0.464856230031949,2.15120274914089,0.0265427619638156
"Lake Geneva","pred","FG",0.466453674121406,2.14383561643836,0.0212789899303551
"Lake Geneva","pred","FG",0.468051118210863,2.13651877133106,0.0174744833231529
"Lake Geneva","pred","FG",0.469648562300319,2.12925170068027,0.0312150249734049
"Lake Geneva","pred","FG",0.471246006389776,2.12203389830508,0.0241801475626973
"Lake Geneva","pred","FG",0.472843450479233,2.11486486486486,0.0258796928479903
"Lake Geneva","pred","FG",0.47444089456869,2.10774410774411,0.0268441231462236
"Lake Geneva","pred","FG",0.476038338658147,2.1006711409396,0.030795605069728
"Lake Geneva","pred","FG",0.477635782747604,2.09364548494983,0.0383624842059769
"Lake Geneva","pred","FG",0.479233226837061,2.08666666666667,0.026610342455428
"Lake Geneva","pred","FG",0.480830670926518,2.0797342192691,0.0245281534432572
"Lake Geneva","pred","FG",0.482428115015974,2.07284768211921,0.0220930526198452
"Lake Geneva","pred","FG",0.484025559105431,2.06600660066007,0.0177257739220062
"Lake Geneva","pred","FG",0.485623003194888,2.05921052631579,0.0554687689524955
"Lake Geneva","pred","FG",0.487220447284345,2.05245901639344,0.062329989982716
"Lake Geneva","pred","FG",0.488817891373802,2.04575163398693,0.0280038895616185
"Lake Geneva","pred","FG",0.490415335463259,2.03908794788274,0.00931035509414623
"Lake Geneva","pred","FG",0.492012779552716,2.03246753246753,0.0333060657789585
"Lake Geneva","pred","FG",0.493610223642172,2.02588996763754,0.0207167097810178
"Lake Geneva","pred","FG",0.495207667731629,2.01935483870968,0.00572161020475332
"Lake Geneva","pred","FG",0.496805111821086,2.01286173633441,0.0102136092928339
"Lake Geneva","pred","FG",0.498402555910543,2.00641025641026,0.0158828253194766
"Lake Geneva","pred","FG",0.5,2,0.0115399471437241
"Lake Geneva","rotifer","FG",0.00140449438202247,712,0.248895814471334
"Lake Geneva","rotifer","FG",0.00280898876404494,356,0.230132861277175
"Lake Geneva","rotifer","FG",0.00421348314606742,237.333333333333,0.0900341477590207
"Lake Geneva","rotifer","FG",0.00561797752808989,178,0.0866965202870474
"Lake Geneva","rotifer","FG",0.00702247191011236,142.4,0.0693170158919994
"Lake Geneva","rotifer","FG",0.00842696629213483,118.666666666667,0.0317246076975842
"Lake Geneva","rotifer","FG",0.0098314606741573,101.714285714286,0.0437037487785419
"Lake Geneva","rotifer","FG",0.0112359550561798,89,0.0224862499657599
"Lake Geneva","rotifer","FG",0.0126404494382022,79.1111111111111,0.106894605489537
"Lake Geneva","rotifer","FG",0.0140449438202247,71.2,0.0574509240535868
"Lake Geneva","rotifer","FG",0.0154494382022472,64.7272727272727,0.0456203308541028
"Lake Geneva","rotifer","FG",0.0168539325842697,59.3333333333333,0.0326327489454701
"Lake Geneva","rotifer","FG",0.0182584269662921,54.7692307692308,0.0132008937455704
"Lake Geneva","rotifer","FG",0.0196629213483146,50.8571428571429,0.0520483523441412
"Lake Geneva","rotifer","FG",0.0210674157303371,47.4666666666667,0.0835950213417129
"Lake Geneva","rotifer","FG",0.0224719101123595,44.5,0.0918801559637616
"Lake Geneva","rotifer","FG",0.023876404494382,41.8823529411765,0.0578576751053794
"Lake Geneva","rotifer","FG",0.0252808988764045,39.5555555555556,0.119993773979635
"Lake Geneva","rotifer","FG",0.026685393258427,37.4736842105263,0.0781737667282465
"Lake Geneva","rotifer","FG",0.0280898876404494,35.6,0.0651891132549491
"Lake Geneva","rotifer","FG",0.0294943820224719,33.9047619047619,0.118628668166241
"Lake Geneva","rotifer","FG",0.0308988764044944,32.3636363636364,0.0847898761100014
"Lake Geneva","rotifer","FG",0.0323033707865169,30.9565217391304,0.0507384348248597
"Lake Geneva","rotifer","FG",0.0337078651685393,29.6666666666667,0.0226124279302143
"Lake Geneva","rotifer","FG",0.0351123595505618,28.48,0.0904751647481381
"Lake Geneva","rotifer","FG",0.0365168539325843,27.3846153846154,0.0553312435320611
"Lake Geneva","rotifer","FG",0.0379213483146067,26.3703703703704,0.080497012361976
"Lake Geneva","rotifer","FG",0.0393258426966292,25.4285714285714,0.12988003859858
"Lake Geneva","rotifer","FG",0.0407303370786517,24.551724137931,0.0402516208555101
"Lake Geneva","rotifer","FG",0.0421348314606742,23.7333333333333,0.0597723964707457
"Lake Geneva","rotifer","FG",0.0435393258426966,22.9677419354839,0.0624169700450072
"Lake Geneva","rotifer","FG",0.0449438202247191,22.25,0.0201105343721872
"Lake Geneva","rotifer","FG",0.0463483146067416,21.5757575757576,0.0735909125589843
"Lake Geneva","rotifer","FG",0.047752808988764,20.9411764705882,0.118774073244294
"Lake Geneva","rotifer","FG",0.0491573033707865,20.3428571428571,0.0330135080169808
"Lake Geneva","rotifer","FG",0.050561797752809,19.7777777777778,0.0437651468420207
"Lake Geneva","rotifer","FG",0.0519662921348315,19.2432432432432,0.0488570295496275
"Lake Geneva","rotifer","FG",0.0533707865168539,18.7368421052632,0.0844566408208565
"Lake Geneva","rotifer","FG",0.0547752808988764,18.2564102564103,0.107863053237391
"Lake Geneva","rotifer","FG",0.0561797752808989,17.8,0.0156021747177633
"Lake Geneva","rotifer","FG",0.0575842696629214,17.3658536585366,0.00233949803089038
"Lake Geneva","rotifer","FG",0.0589887640449438,16.952380952381,0.0636046233082762
"Lake Geneva","rotifer","FG",0.0603932584269663,16.5581395348837,0.0469172333596249
"Lake Geneva","rotifer","FG",0.0617977528089888,16.1818181818182,0.0419586303644978
"Lake Geneva","rotifer","FG",0.0632022471910112,15.8222222222222,0.0649097875656975
"Lake Geneva","rotifer","FG",0.0646067415730337,15.4782608695652,0.032200733912727
"Lake Geneva","rotifer","FG",0.0660112359550562,15.1489361702128,0.0595151180693624
"Lake Geneva","rotifer","FG",0.0674157303370786,14.8333333333333,0.0556252219630185
"Lake Geneva","rotifer","FG",0.0688202247191011,14.530612244898,0.0398075641100309
"Lake Geneva","rotifer","FG",0.0702247191011236,14.24,0.117317869871833
"Lake Geneva","rotifer","FG",0.0716292134831461,13.9607843137255,0.0246302904524519
"Lake Geneva","rotifer","FG",0.0730337078651685,13.6923076923077,0.0897019875962563
"Lake Geneva","rotifer","FG",0.074438202247191,13.4339622641509,0.0608621664021001
"Lake Geneva","rotifer","FG",0.0758426966292135,13.1851851851852,0.0471608616590285
"Lake Geneva","rotifer","FG",0.0772471910112359,12.9454545454545,0.090580576074109
"Lake Geneva","rotifer","FG",0.0786516853932584,12.7142857142857,0.0669633803198827
"Lake Geneva","rotifer","FG",0.0800561797752809,12.4912280701754,0.0387645461443269
"Lake Geneva","rotifer","FG",0.0814606741573034,12.2758620689655,0.138814699210416
"Lake Geneva","rotifer","FG",0.0828651685393258,12.0677966101695,0.457124965131587
"Lake Geneva","rotifer","FG",0.0842696629213483,11.8666666666667,0.417434408306285
"Lake Geneva","rotifer","FG",0.0856741573033708,11.672131147541,0.101223049153824
"Lake Geneva","rotifer","FG",0.0870786516853933,11.4838709677419,0.0957795672341716
"Lake Geneva","rotifer","FG",0.0884831460674157,11.3015873015873,0.118315700763115
"Lake Geneva","rotifer","FG",0.0898876404494382,11.125,0.0616771226344106
"Lake Geneva","rotifer","FG",0.0912921348314607,10.9538461538462,0.0492024843714599
"Lake Geneva","rotifer","FG",0.0926966292134832,10.7878787878788,0.0701199126117752
"Lake Geneva","rotifer","FG",0.0941011235955056,10.6268656716418,0.0441478479152022
"Lake Geneva","rotifer","FG",0.0955056179775281,10.4705882352941,0.0604499351106078
"Lake Geneva","rotifer","FG",0.0969101123595506,10.3188405797101,0.0563535228682745
"Lake Geneva","rotifer","FG",0.098314606741573,10.1714285714286,0.0377028222320025
"Lake Geneva","rotifer","FG",0.0997191011235955,10.0281690140845,0.034404177576466
"Lake Geneva","rotifer","FG",0.101123595505618,9.88888888888889,0.0889406511458705
"Lake Geneva","rotifer","FG",0.10252808988764,9.75342465753425,0.0212222816761196
"Lake Geneva","rotifer","FG",0.103932584269663,9.62162162162162,0.0637002762502922
"Lake Geneva","rotifer","FG",0.105337078651685,9.49333333333333,0.0963346865973657
"Lake Geneva","rotifer","FG",0.106741573033708,9.36842105263158,0.0674259469593491
"Lake Geneva","rotifer","FG",0.10814606741573,9.24675324675325,0.0651981118249141
"Lake Geneva","rotifer","FG",0.109550561797753,9.12820512820513,0.0533151558198825
"Lake Geneva","rotifer","FG",0.110955056179775,9.0126582278481,0.109414584576188
"Lake Geneva","rotifer","FG",0.112359550561798,8.9,0.0999906247129233
"Lake Geneva","rotifer","FG",0.11376404494382,8.79012345679012,0.0632622492924547
"Lake Geneva","rotifer","FG",0.115168539325843,8.68292682926829,0.010116793860476
"Lake Geneva","rotifer","FG",0.116573033707865,8.57831325301205,0.0218007667262969
"Lake Geneva","rotifer","FG",0.117977528089888,8.47619047619048,0.0519538849842862
"Lake Geneva","rotifer","FG",0.11938202247191,8.37647058823529,0.012449543407281
"Lake Geneva","rotifer","FG",0.120786516853933,8.27906976744186,0.0720288782797321
"Lake Geneva","rotifer","FG",0.122191011235955,8.18390804597701,0.0602832781883594
"Lake Geneva","rotifer","FG",0.123595505617978,8.09090909090909,0.0644322851422808
"Lake Geneva","rotifer","FG",0.125,8,0.0755758050819288
"Lake Geneva","rotifer","FG",0.126404494382022,7.91111111111111,0.0220193854236655
"Lake Geneva","rotifer","FG",0.127808988764045,7.82417582417582,0.0111631244513492
"Lake Geneva","rotifer","FG",0.129213483146067,7.73913043478261,0.0706043439171692
"Lake Geneva","rotifer","FG",0.13061797752809,7.65591397849462,0.038345989018912
"Lake Geneva","rotifer","FG",0.132022471910112,7.57446808510638,0.0315778051094516
"Lake Geneva","rotifer","FG",0.133426966292135,7.49473684210526,0.0440598209143461
"Lake Geneva","rotifer","FG",0.134831460674157,7.41666666666667,0.0147188842870137
"Lake Geneva","rotifer","FG",0.13623595505618,7.34020618556701,0.0702083540738355
"Lake Geneva","rotifer","FG",0.137640449438202,7.26530612244898,0.0336123875012421
"Lake Geneva","rotifer","FG",0.139044943820225,7.19191919191919,0.0502878974494457
"Lake Geneva","rotifer","FG",0.140449438202247,7.12,0.0612708391916722
"Lake Geneva","rotifer","FG",0.14185393258427,7.04950495049505,0.0713147138194232
"Lake Geneva","rotifer","FG",0.143258426966292,6.98039215686275,0.082271559943938
"Lake Geneva","rotifer","FG",0.144662921348315,6.9126213592233,0.030943025731897
"Lake Geneva","rotifer","FG",0.146067415730337,6.84615384615385,0.0484551238890051
"Lake Geneva","rotifer","FG",0.14747191011236,6.78095238095238,0.0777424105585056
"Lake Geneva","rotifer","FG",0.148876404494382,6.71698113207547,0.0809099204027349
"Lake Geneva","rotifer","FG",0.150280898876405,6.65420560747664,0.0814550001471128
"Lake Geneva","rotifer","FG",0.151685393258427,6.59259259259259,0.0805383361840184
"Lake Geneva","rotifer","FG",0.153089887640449,6.53211009174312,0.0744531793382731
"Lake Geneva","rotifer","FG",0.154494382022472,6.47272727272727,0.0691135019486058
"Lake Geneva","rotifer","FG",0.155898876404494,6.41441441441441,0.0176694247055505
"Lake Geneva","rotifer","FG",0.157303370786517,6.35714285714286,0.0798522584494353
"Lake Geneva","rotifer","FG",0.158707865168539,6.30088495575221,0.0336316294736318
"Lake Geneva","rotifer","FG",0.160112359550562,6.24561403508772,0.0697058964265396
"Lake Geneva","rotifer","FG",0.161516853932584,6.19130434782609,0.112464173364394
"Lake Geneva","rotifer","FG",0.162921348314607,6.13793103448276,0.0270845682618136
"Lake Geneva","rotifer","FG",0.164325842696629,6.08547008547009,0.0184053088897871
"Lake Geneva","rotifer","FG",0.165730337078652,6.03389830508475,0.0391895067355232
"Lake Geneva","rotifer","FG",0.167134831460674,5.98319327731092,0.136586728022764
"Lake Geneva","rotifer","FG",0.168539325842697,5.93333333333333,0.0502530835560707
"Lake Geneva","rotifer","FG",0.169943820224719,5.88429752066116,0.0860464153290423
"Lake Geneva","rotifer","FG",0.171348314606742,5.83606557377049,0.112614906907977
"Lake Geneva","rotifer","FG",0.172752808988764,5.78861788617886,0.0485928551171044
"Lake Geneva","rotifer","FG",0.174157303370787,5.74193548387097,0.0542520165686822
"Lake Geneva","rotifer","FG",0.175561797752809,5.696,0.0609786129589204
"Lake Geneva","rotifer","FG",0.176966292134831,5.65079365079365,0.0542916016109741
"Lake Geneva","rotifer","FG",0.178370786516854,5.60629921259843,0.0728123674010447
"Lake Geneva","rotifer","FG",0.179775280898876,5.5625,0.0450089741181285
"Lake Geneva","rotifer","FG",0.181179775280899,5.51937984496124,0.0256716184935166
"Lake Geneva","rotifer","FG",0.182584269662921,5.47692307692308,0.0935707038047899
"Lake Geneva","rotifer","FG",0.183988764044944,5.43511450381679,0.0447298529911808
"Lake Geneva","rotifer","FG",0.185393258426966,5.39393939393939,0.0532629712643583
"Lake Geneva","rotifer","FG",0.186797752808989,5.35338345864662,0.0336592275899099
"Lake Geneva","rotifer","FG",0.188202247191011,5.3134328358209,0.0123634544570916
"Lake Geneva","rotifer","FG",0.189606741573034,5.27407407407407,0.0236876295351446
"Lake Geneva","rotifer","FG",0.191011235955056,5.23529411764706,0.0212688899885254
"Lake Geneva","rotifer","FG",0.192415730337079,5.1970802919708,0.0117981242591704
